Textbox1
"Omejitve izpisa:
Leto: 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017
ReCO: vse
Občina: vse
Vrsta enote: Prostovoljna teritorialna gasilska društva, Poklicne gasilske enote, Industrijska gasilska društva"

VrstaDogodka1,Leto1,Textbox40,Dogodek,PKID2,Textbox29
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GORJE - POČE - TREBENČE,1,5,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GORNJA RADGONA,12,153,0,1,"5.450,33",62
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GORNJI GRAD,4,51,,,,15
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GORNJI PETROVCI,1,3,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GORNJI SLAVEČI,1,10,,1,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GOSTEČE,1,12,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GOTOVLJE,10,65,0,0,"282,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GOZD,3,21,,1,,8
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GOZD MARTULJEK,2,5,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRABROVEC,1,2,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRABŠINSKI BREG,1,0,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRAD,2,11,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRADAC,2,15,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRADIN,3,4,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRADIŠČE,2,11,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRADNIK,1,9,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRAHOVO,4,25,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRAHOVO OB BAČI,1,6,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRAJENA,4,41,,,"1.371,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRAJSKA VAS,1,6,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRČARICE,1,,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRIŽE,7,67,0,0,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRMOVLJE,2,26,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GROBLJA,1,4,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GROSUPLJE,20,256,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GRUŠOVLJE,2,14,,,"190,33",4
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,GUNCLJE M. VIŽMARJE,2,7,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HAJDINA,3,13,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HAJDOŠE,2,20,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HARDEK,4,39,0,0,"973,83",9
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HINJE,1,3,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HLEBCE,5,31,,1,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HMELJČIČ,2,11,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HOČE,13,84,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HOMEC,3,32,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HORJUL,1,10,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HOTEDRŠICA,2,11,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HOTINJA VAS,11,76,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HRAST PERUDINA,1,4,0,0,,2
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HRASTJE - MOTA,1,4,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HRASTNIK ,17,104,0,0,"4.002,00",3
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HRAŠENSKI VRH,2,29,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HRUŠEVJE,4,20,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HRUŠICA,2,10,,,"250,00",2
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,HRVATINI,6,14,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IDRIJA,14,163,0,0,"5.006,00",7
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IG,8,82,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IGA VAS,4,32,0,0,"100,00",2
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IHAN,2,17,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,ILIRSKA BISTRICA,42,218,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IMENO,2,10,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IŠKA VAS,1,6,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IVANČNA GORICA,6,70,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IVANJE SELO,2,16,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IVANJKOVCI,1,14,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IVANJŠEVCI,1,0,0,0,"0,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IZLAKE,1,4,0,0,"125,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IZOLA,24,51,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,IŽAKOVCI,1,7,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JABLAN,3,20,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JABLANE,2,12,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JAGNJENICA,1,6,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JANŽEV VRH,1,7,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JARENINA,2,28,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JARŠE - RODICA,4,24,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JAVORJE,2,5,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JELŠANE,1,10,,0,"100,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JESENICE ,13,72,,,"1.431,00",5
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JEVNICA,1,6,,,"423,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JEZERO,2,5,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JEZERSKO,2,34,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JEŽICA,10,67,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JUGORJE,1,3,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,JURJEVICA,1,3,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KALOBJE,4,56,0,0,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KAMENCE,10,40,,,"40,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KAMNA GORICA,5,51,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KAMNICA,11,99,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KAMNIK,32,445,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KAMNIK POD KRIMOM,3,23,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KAMNIŠKA BISTRICA,7,50,,,,15
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KANAL,10,115,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KAPELA,5,50,0,0,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KAPELE,5,51,0,0,"1.050,00",13
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KAPLA,1,5,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KAPLA PONDOR,3,24,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KASAZE - LIBOJE,2,27,0,2,,4
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KEBELJ,4,31,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KICAR,2,27,,,"730,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KNEŽA,2,16,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KNEŽAK,9,94,,,"906,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOBARID,9,78,0,0,"2.439,00",7
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOČEVJE,45,498,0,1,"32.073,41",23
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOČEVSKA REKA,7,39,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOLOVRAT,1,11,,,"1.265,82",1
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOMEN,9,65,0,0,"91,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOMENDA,3,27,,,,2
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOPRIVNIK,2,23,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOPRIVNIK - KOČEVJE,1,8,,,"288,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KORENA,2,27,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KORITNICE,1,9,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOROŠKA BELA,5,39,,,"854,00",10
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KORTE,6,23,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOSTANJEVICA,8,65,,,,27
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOSTANJEVICA NA KRKI,6,83,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOSTRIVNICA,3,24,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOŠANA,3,15,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOT - BREZJE,2,10,,,,2
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOTLJE,1,3,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOVOR,2,19,,,"1.240,00",1
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOZARJE,1,6,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KOZJE,5,58,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KRANJ PRIMSKOVO,2,16,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KRANJSKA GORA,8,90,,,"347,80",4
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KRAŠNJA,2,9,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KRESNICE,1,3,,,"212,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KRISTAN VRH,6,59,0,0,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KRIŽ,1,4,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KRIŽE,2,30,,,"1.950,00",3
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KRIŽEVCI,2,19,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KRIŽEVSKA VAS,1,5,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KRKA,1,8,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KRKAVČE,3,8,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KROPA,5,23,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KRŠKA VAS,9,70,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,KUZMA,1,9,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LAHOVČE,1,7,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LANCOVO,2,12,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LAPORJE,5,62,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LAŠKO,6,70,0,0,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LAVRICA,4,30,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LAZE - JAKOVICA,1,,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LEDINE,1,11,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LEGEN,3,21,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LENART,8,40,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LENDAVA,8,57,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LESCE,12,99,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LESIČNO - PILŠTANJ - ZAGORJE,4,25,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LESKOVEC,5,95,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LEŠE,1,8,,,"680,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LETUŠ,4,24,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LEVEC,4,28,0,0,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LIBERGA,1,5,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LIGOJNA,2,6,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LIPA,1,6,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LITIJA,8,78,,,"1.812,31",6
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LJUBEČNA,2,22,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LJUBLJANA - MESTO,10,80,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LJUBLJANA - RUDNIK,3,12,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LJUBLJANA - ŠENTVID,7,45,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LJUBLJANA - TRNOVO,14,116,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LJUBLJANA - VIČ,6,24,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LJUBNO,7,89,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LJUBNO OB SAVINJI,5,28,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LJUTOMER,15,141,,,"1.000,00",4
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOČE,6,89,,1,"2.181,39",3
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOČICA OB SAVINJI,8,34,0,0,"22.509,08",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOČICA PRI VRANSKEM ,3,14,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOG POD MANGARTOM,1,2,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOG PRI BREZOVICI,3,13,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOKA,1,4,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOKA PRI MENGŠU,3,28,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOKA PRI ŽUSMU,1,21,0,0,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOKARJE,3,23,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOKE,8,52,,,"502,36",2
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOKEV,9,45,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOKOVICA,1,2,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOKROVEC - DOBROVA,5,23,0,0,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOKVICA,1,7,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOVRENC NA DRAVSKEM POLJU,3,40,0,0,"605,00",1
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOVRENC NA POHORJU,3,46,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LOŽNICA PRI ŽALCU,4,23,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LUČE ,1,6,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LUČINE,1,10,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LUKOVICA,9,57,0,0,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LUTVERCI,1,7,0,0,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,LUŽE,2,13,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MAHOVNIK,2,19,0,0,"462,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MAJŠPERK,3,38,0,0,,8
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MAKOLE,5,63,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MALA NEDELJA,2,20,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MALA POLANA ,2,15,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MALA VAS,2,15,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MALEČNIK,12,129,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MALI KAMEN,2,15,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MALO MRAŠEVO,4,40,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MARIBOR - MESTO,18,162,,,"325,00",3
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MARIBOR - POBREŽJE,24,197,,,"270,00",
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MARIBOR - STUDENCI,14,186,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MARKOVCI,3,14,0,0,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MARTJANCI,1,15,,,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MATERIJA,16,125,0,0,,
2010,5.725,40.495,0,18,"1.146.045,62",1.747,PGD,3.657,30.400,0,16,"714.224,20",909,MATKE,2,29,0,0,,
